REF_AREA,Geographic area,INDICATOR,Indicator,UNIT_MULTIPLIER,Unit multiplier,UNIT_MEASURE,Unit of measure,TIME_PERIOD,OBS_VALUE,OBS_FOOTNOTE,DATA_SOURCE,OBS_STATUS,Observation Status
DJI,Djibouti,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,High,Value: 6.9,,,
EGY,Egypt,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low-Medium,Value: 3.0,,,
GNQ,Equatorial Guinea,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 8.9,,,
ERI,Eritrea,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 8.3,,,
SWZ,Eswatini,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,High,Value: 6.6,,,
ETH,Ethiopia,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 8.1,,,
GAB,Gabon,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Medium-High,Value: 4.8,,,
GMB,Gambia,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 7.1,,,
GHA,Ghana,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Medium-High,Value: 5.0,,,
GIN,Guinea,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 8.9,,,
GNB,Guinea-Bissau,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 9.5,,,
KEN,Kenya,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,High,Value: 6.4,,,
LSO,Lesotho,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,High,Value: 6.6,,,
LBR,Liberia,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 8.1,,,
LBY,Libya,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low-Medium,Value: 3.2,,,
MDG,Madagascar,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 7.9,,,
MWI,Malawi,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 7.5,,,
MLI,Mali,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 7.5,,,
MRT,Mauritania,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 7.2,,,
MAR,Morocco,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low-Medium,Value: 3.3,,,
MOZ,Mozambique,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 8.2,,,
NAM,Namibia,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Medium-High,Value: 4.9,,,
NER,Niger,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 8.9,,,
NGA,Nigeria,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 8.1,,,
RWA,Rwanda,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,High,Value: 6.7,,,
SEN,Senegal,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 7.1,,,
SLE,Sierra Leone,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 7.9,,,
SOM,Somalia,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 9.3,,,
ZAF,South Africa,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Medium-High,Value: 4.7,,,
SSD,South Sudan,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 9.2,,,
SDN,Sudan,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 8.2,,,
TGO,Togo,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 7.3,,,
TUN,Tunisia,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low-Medium,Value: 2.5,,,
UGA,Uganda,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 7.3,,,
TZA,United Republic of Tanzania,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 7.2,,,
ZMB,Zambia,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 7.6,,,
ZWE,Zimbabwe,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,High,Value: 6.5,,,
DZA,Algeria,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,Medium-High,Value: 4.6,,,
AGO,Angola,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,Extremely High,Value: 7.9,,,
BEN,Benin,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,Extremely High,Value: 7.6,,,
BWA,Botswana,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,Medium-High,Value: 4.8,,,
BFA,Burkina Faso,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,Extremely High,Value: 7.6,,,
BDI,Burundi,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,High,Value: 6.1,,,
CMR,Cameroon,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,Extremely High,Value: 7.9,,,
CAF,Central African Republic,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,Extremely High,Value: 8.7,,,
TCD,Chad,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,Extremely High,Value: 8.5,,,
COG,Congo,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,High,Value: 6.4,,,
CIV,Côte d'Ivoire,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,Extremely High,Value: 7.5,,,
COD,Democratic Republic of the Congo,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,Extremely High,Value: 8.0,,,
DJI,Djibouti,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,High,Value: 5.8,,,
EGY,Egypt,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,High,Value: 5.6,,,
GNQ,Equatorial Guinea,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,Extremely High,Value: 7.5,,,
ERI,Eritrea,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,Extremely High,Value: 7.1,,,
SWZ,Eswatini,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,Medium-High,Value: 5.2,,,
ETH,Ethiopia,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,Extremely High,Value: 7.6,,,
GAB,Gabon,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,Medium-High,Value: 5.1,,,
GMB,Gambia,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,High,Value: 6.8,,,
GHA,Ghana,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,High,Value: 6.9,,,
GIN,Guinea,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,Extremely High,Value: 8.4,,,
GNB,Guinea-Bissau,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,Extremely High,Value: 8.4,,,
KEN,Kenya,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,High,Value: 6.3,,,
LSO,Lesotho,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,Medium-High,Value: 5.4,,,
LBR,Liberia,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,Extremely High,Value: 7.5,,,
LBY,Libya,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,Medium-High,Value: 4.4,,,
MDG,Madagascar,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,Extremely High,Value: 7.9,,,
MWI,Malawi,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,High,Value: 6.7,,,
MLI,Mali,CCRI_CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2020,Extremely High,Value: 7.3,,,
